fault_id,param_idx,elem_idx,bit_idx,accuracy,has_nan,has_inf,failure_type
0_76_5,0,76,5,97.9,False,False,no_effect
0_23_25,0,23,25,98.0,False,False,no_effect
1_96_30,1,96,30,11.9,False,False,catastrophic_low_acc
0_163_0,0,163,0,97.9,False,False,no_effect
0_21_31,0,21,31,97.9,False,False,no_effect
1_165_21,1,165,21,97.9,False,False,no_effect
0_135_2,0,135,2,97.9,False,False,no_effect
0_54_30,0,54,30,11.9,True,False,catastrophic_nan_inf
1_11_4,1,11,4,97.9,False,False,no_effect
1_139_2,1,139,2,97.9,False,False,no_effect
0_80_1,0,80,1,97.9,False,False,no_effect
0_150_9,0,150,9,97.9,False,False,no_effect
1_19_19,1,19,19,97.9,False,False,no_effect
0_144_15,0,144,15,97.9,False,False,no_effect
1_173_21,1,173,21,97.9,False,False,no_effect
1_189_8,1,189,8,97.9,False,False,no_effect
0_128_22,0,128,22,97.9,False,False,no_effect
0_25_27,0,25,27,97.9,False,False,no_effect
0_19_21,0,19,21,97.9,False,False,no_effect
1_83_1,1,83,1,97.9,False,False,no_effect
1_115_31,1,115,31,98.1,False,False,no_effect
0_91_24,0,91,24,97.9,False,False,no_effect
1_47_24,1,47,24,98.0,False,False,no_effect
0_158_18,0,158,18,97.9,False,False,no_effect
0_182_4,0,182,4,97.9,False,False,no_effect
0_68_9,0,68,9,97.9,False,False,no_effect
1_182_9,1,182,9,97.9,False,False,no_effect
1_81_23,1,81,23,97.9,False,False,no_effect
0_23_0,0,23,0,97.9,False,False,no_effect
1_113_23,1,113,23,97.9,False,False,no_effect
1_26_8,1,26,8,97.9,False,False,no_effect
0_47_27,0,47,27,98.0,False,False,no_effect
1_142_26,1,142,26,97.9,False,False,no_effect
0_6_5,0,6,5,97.9,False,False,no_effect
1_141_5,1,141,5,97.9,False,False,no_effect
1_98_0,1,98,0,97.9,False,False,no_effect
1_105_24,1,105,24,97.9,False,False,no_effect
0_185_15,0,185,15,97.9,False,False,no_effect
0_175_24,0,175,24,97.8,False,False,sdc_minor
0_35_17,0,35,17,97.9,False,False,no_effect
1_68_31,1,68,31,98.0,False,False,no_effect
0_16_10,0,16,10,97.9,False,False,no_effect
1_70_26,1,70,26,97.9,False,False,no_effect
1_123_4,1,123,4,97.9,False,False,no_effect
1_64_15,1,64,15,97.9,False,False,no_effect
